排名,电影名,评分,评论数,上映时间
242,朗读者,8.6,467984,2008-12-10
243,万箭穿心,8.6,255242,2012-11-16
244,天水围的日与夜,8.7,123236,2008-03-27
245,蝙蝠侠：侠影之谜,8.6,429621,2005-06-29
246,切腹,9.4,48929,1962-09-16
247,猜火车,8.6,416118,1996-02-23
248,战场上的快乐圣诞,8.8,144195,1983-05-11
249,超感猎杀：完结特别篇,9.2,62499,2018-06-08
250,赎罪,8.6,410177,2008-02-22
251,特工,8.7,211399,2018-05-11
252,攻壳机动队2：无罪,9.1,72464,2004-03-06
253,我们天上见,8.8,78638,2010-04-02
254,穿越时空的少女,8.6,389926,2006-07-15
255,发条橙,8.6,383653,1971-12-19
256,82年生的金智英,8.6,383085,2019-10-23
257,奇爱博士,8.9,106186,1964-01-29
258,蓝风筝,8.9,58561,1993-05-21
259,叫我第一名,8.7,201517,2008-12-07
260,伦敦一家人,8.9,103742,2016-10-15
261,坠入,8.8,135233,2006-09-09
262,麦兜故事,8.6,188516,2001-12-15
263,E.T.外星人,8.6,338853,2002-06-20
264,你的名字。,8.5,1474756,2016-12-02
265,女人，四十,8.9,56315,1995-05-04
266,时时刻刻,8.7,184307,2002-12-27
267,复仇者联盟4：终局之战,8.5,1100331,2019-04-24
268,恋恋风尘,8.7,100032,1987-09-13
269,初恋这件小事,8.5,1008102,2012-06-05
270,蓝白红三部曲之红,8.8,127291,1994-05-12
271,阿飞正传,8.5,536023,2018-06-25
272,撞车,8.6,299608,2004-09-10
273,1917,8.5,523260,2020-08-07
274,恐怖游轮,8.5,915004,2009-10-16
275,燕尾蝶,8.7,176246,1996-09-04
276,神女,9.1,37459,1934
277,血观音,8.5,476833,2017-10-15
278,荒岛余生,8.6,286680,2000-12-22
279,八恶人,8.6,284885,2015-12-07
280,公民凯恩,8.8,122865,1941-09-05
281,乱,8.9,95693,1985-06-01
282,火星救援,8.5,772283,2015-11-25
283,真爱至上,8.5,764535,2003-09-07
284,金福南杀人事件始末,8.6,276773,2010-09-02
285,精武英雄,8.6,152152,1994-12-22
286,钢的琴,8.5,392047,2011-07-15
287,恋恋笔记本,8.5,704527,2004-06-25
288,困在时间里的父亲,8.6,269437,2021-06-18
289,小武,8.6,149480,1998-02-18
290,沙漠之花,8.8,120063,2009-09-05
291,误杀瞒天记,8.6,264831,2022-04-15
292,如父如子,8.7,157328,2013-09-28
293,香水,8.5,560930,2006-09-07
294,胭脂扣,8.5,306966,1987-12-05
295,网络谜踪,8.5,539328,2018-12-14
296,大卫·戈尔的一生,8.6,240532,2003-02-21
297,家有喜事,8.5,298404,1992-01-25
298,洞,9.2,55618,1960-03-18
299,海盗电台,8.6,238989,2009-04-01
300,完美陌生人,8.5,527525,2018-05-25
301,小姐,8.5,508522,2016-05-14
302,红高粱,8.5,282290,1988-10-10
303,赌神,8.5,276431,1989-12-14
304,跳出我天地,8.8,111955,2000-05-19
305,角斗士,8.6,230327,2000-05-05
306,极速风流,8.7,149434,2015-12-11
307,阮玲玉,8.6,126246,1991-11-29
308,出租车司机,8.6,225906,1976-02-08
309,荒野生存,8.6,225013,2007-09-21
310,土拨鼠之日,8.6,221382,1993-02-12
311,有话好好说,8.5,249634,1997-05-16
312,黄海,8.5,241737,2010-12-22
313,神探夏洛克：最后的誓言,9.0,72110,2014-01-12
314,我能说,8.8,107511,2017-09-21
315,至暗时刻,8.5,416353,2017-12-01
316,多哥,8.8,106932,2019-12-20
317,斯隆女士,8.8,106026,2016-11-11
318,落叶归根,8.5,219376,2007-01-19
319,与狼共舞,8.9,84716,1990-11-21
320,笑傲江湖2：东方不败,8.5,218780,1992-06-26
321,开心家族,8.6,204274,2011-11-29
322,这个男人来自地球,8.5,384260,2007-11-13
323,哪吒之魔童降世,8.4,1866370,2019-07-26
324,独立时代,8.8,57861,1994-09-12
325,梁祝,8.6,110129,1994-08-13
326,无言的山丘,9.2,29223,1992-12-05
327,美国丽人,8.5,340628,1999-09-08
328,怪物,8.6,188264,2023-05-17
329,生之欲,9.3,46255,1952-10-09
330,我在伊朗长大,8.7,130028,2007-05-23
331,婚姻故事,8.5,322146,2020-05-20
332,光荣之路,9.1,58177,1957-12-20
333,风声,8.4,625926,2009-09-29
334,无人区,8.4,556280,2013-12-03
335,爱乐之城,8.4,999605,2017-02-14
336,隐入尘烟,8.4,544638,2022-07-08
337,亲爱的,8.4,514663,2014-09-25
338,三毛从军记,8.6,96484,1992
339,卧虎藏龙,8.4,496969,2000-10-13
340,尼罗河上的惨案,8.6,170366,1978-09-29
341,英国病人,8.5,280890,1996-12-06
342,月球,8.5,279954,2009-07-10
343,蓝色大门,8.4,440408,2002-09-27
344,暖暖内含光,8.5,273680,2004-03-19
345,敦刻尔克,8.4,741560,2017-09-01
346,寂静人生,9.0,64670,2013-09-03
347,莫里斯,8.8,92693,1987-09-05
348,十二公民,8.4,384985,2015-05-15
349,楢山节考,9.0,64283,1983-04-29
350,东方快车谋杀案,8.6,160608,1974-11-24
351,国王的演讲,8.4,618011,2012-02-24
352,极速车王,8.5,248935,2020-08-07
353,蓝宇,8.4,322990,2001-11-22
354,小城之春,8.7,63209,1948
355,桃姐,8.4,318715,2012-03-08
356,大空头,8.5,243195,2015-11-12
357,熊出没之过年,8.8,49732,2013-02-08
358,再见列宁,8.8,89490,2003-02-09
359,太阳照常升起,8.4,312954,2007-09-21
360,大决战之辽沈战役,9.1,30409,1991
361,至爱梵高·星空之谜,8.5,234650,2017-12-08
362,一级恐惧,8.5,232831,1996-04-03
363,中央车站,8.7,110401,1998-01-16
364,岁月的童话,8.6,148382,1991-07-20
365,碧海蓝天,8.6,148032,1988-05-11
366,小萝莉的猴神大叔,8.4,485238,2018-03-02
367,不一样的天空,8.6,145658,1993-12-17
368,少年时代,8.5,221894,2014-01-19
369,启示,8.7,108165,2006-12-08
370,穆赫兰道,8.4,461087,2001-05-16
371,她,8.4,457625,2013-10-12
372,阿郎的故事,8.5,121335,1989-03-16
373,面子,8.8,85472,2004-09-12
374,寻子遇仙记,9.2,47247,1921-02-06
375,健听女孩,8.6,142910,2021-01-29
376,全金属外壳,8.6,142209,1987-06-17
377,大都会,9.1,53011,1927-01-10
378,假如爱有天意,8.4,423246,2003-01-30
379,热天午后,8.7,105083,1975-09-21
380,自闭历程,8.9,70164,2010-02-06
381,黑水,8.6,137927,2019-11-22
382,狼的孩子雨和雪,8.6,136268,2012-07-21
383,黑社会,8.4,212584,2005-10-20
384,费城故事,8.7,101894,1993-12-22
385,堕落天使,8.4,205626,1995-09-06
386,黄飞鸿,8.4,193447,1991-08-15
387,英雄本色2,8.4,190621,1987-12-17
388,驴得水,8.3,947879,2016-10-28
389,花火,8.6,128439,1997-09-03
390,莫扎特传,8.7,98274,1984-09-19
391,秋天的童话,8.5,101431,1987-07-16
392,金陵十三钗,8.3,736620,2011-12-15
393,烈日灼心,8.3,708975,2015-08-27
394,西游记之大圣归来,8.3,700901,2015-07-10
395,麻将,8.7,53719,1996-12-07
396,孙子从美国来,8.5,98869,2012-02-02
397,西线无战事,8.5,175551,2022-09-12
398,万物理论,8.4,302020,2014-09-07
399,野草莓,8.8,77728,1957-12-26
400,登堂入室,8.5,174950,2012-10-10
401,天国王朝,8.6,122275,2005-05-06
402,卡罗尔,8.4,291539,2015-05-17
403,奇迹,8.8,76955,2011-06-11
404,哪啊哪啊神去村,8.5,171262,2014-05-10
405,雄狮少年,8.3,510371,2021-12-17
406,蝴蝶,8.6,121008,2002-12-18
407,安妮·霍尔,8.6,120710,1977-04-20
408,三峡好人,8.4,156421,2006-12-14
409,用心棒,9.0,55794,1961-04-25
410,推手,8.4,154531,1991-12-07
411,盗钥匙的方法,8.5,162973,2012-06-17
412,阿黛尔的生活,8.4,266060,2013-05-23
413,比利·林恩的中场战事,8.3,397071,2016-11-11
414,喋血双雄,8.5,89075,1989-07-06
415,黑炮事件,8.7,50318,1986
416,自梳,8.6,63013,1997-10-23
417,追击者,8.4,247880,2008-02-14
418,秒速5厘米,8.3,595149,2007-03-03
419,Hello！树先生,8.3,323676,2011-11-04
420,精英部队2：大敌当前,8.7,88139,2011-11-25
421,监狱风云,8.4,133844,1987-11-13
422,芬奇,8.4,240830,2021-11-05
423,百鸟朝凤,8.3,317076,2016-05-06
424,阿Q正传,8.8,40270,1981
425,南极大冒险,8.7,87325,2006-04-21
426,机器管家,8.6,109536,1999-12-13
427,银翼杀手2049,8.3,525750,2017-10-27
428,天狗,8.8,39676,2006-06-20
429,绿洲,8.7,86013,2002-08-15
430,坏孩子的天空,8.6,108370,1996-07-27
431,椒麻堂会,8.6,60083,2021-08-13
432,垫底辣妹,8.3,481057,2016-04-14
433,地雷区,8.7,85127,2015-09-10
434,第九区,8.3,477045,2009-11-27
435,天若有情,8.4,122440,1990-06-14
436,乡愁,9.1,46632,1983-05-17
437,蓝白红三部曲之蓝,8.5,143625,1993-09-08
438,洛奇,8.8,70369,1976-12-03
439,我的野蛮女友,8.3,463264,2001-07-27
440,孟买酒店,8.4,217873,2018-09-07
441,嫌疑人X的献身,8.4,217844,2008-10-04
442,巴斯特·斯克鲁格斯的歌谣,8.5,142697,2018-08-31
443,金刚狼3：殊死一战,8.3,430841,2017-03-03
444,导盲犬小Q,8.5,138549,2004-03-13
445,天注定,8.3,232906,2013-05-17
446,那年夏天，宁静的海,8.6,103259,1991-10-19
447,最佳出价,8.4,203677,2013-01-01
448,思悼,8.5,135486,2015-09-16
449,兵临城下,8.4,200812,2001-07-21
450,暗花,8.4,111554,1998-01-01
451,老爷车,8.6,101418,2008-12-12
452,僵尸新娘,8.3,384341,2005-09-07
453,伴你高飞,8.9,58149,1996-09-05
454,从海底出击,9.1,45350,1981-09-17
455,日落大道,8.8,67681,1950-08-10
456,天伦之旅,8.6,100599,2009-12-04
457,盗火线,8.5,132454,1995-12-15
458,百变狸猫,8.6,99391,1994-07-16
459,萨利机长,8.3,359997,2016-12-09
460,紫日,8.5,72586,2001-04-11
461,少年的你,8.2,1502856,2019-10-25
462,哀乐中年,9.3,20492,1949
463,雾中风景,9.0,50398,1988-08-31
464,春夏秋冬又一春,8.5,129490,2003-08-14
465,乔乔的异想世界,8.3,349821,2020-07-31
466,芝加哥七君子审判,8.6,98011,2020-09-25
467,国际市场,8.6,97907,2014-12-17
468,弗里达,8.7,79031,2002-08-29
469,卡比利亚之夜,9.1,44557,1957-05-11
470,结婚礼服,8.6,97120,2010-01-14
471,王牌对王牌,8.5,127131,1998-07-29
472,午夜巴黎,8.3,331943,2011-05-11
473,我的1919,8.6,53703,1999-09-16
474,面纱,8.3,182880,2006-12-29
475,走出非洲,8.6,96644,1985-12-10
476,顽主,8.4,101160,1989-09-15
477,好家伙,8.5,125443,1990-09-09
478,老无所依,8.3,321704,2007-05-19
479,追梦赤子心,8.8,64913,1993-10-13
480,老男孩,8.3,311002,2003-11-21
481,相爱相亲,8.3,168257,2017-11-03
482,一代宗师,8.2,641738,2013-01-08
483,魔鬼代言人,8.4,173196,1997-10-17
484,薄荷糖,8.6,93717,1999-10-14
485,昨天,8.7,42305,2001-09-04
486,爱在暹罗,8.3,297744,2007-11-22
487,妇女参政论者,8.9,55374,2015-09-04
488,黑社会2：以和为贵,8.3,162824,2006-04-27
489,夜访吸血鬼,8.3,290336,1994-11-11
490,换子疑云,8.4,169247,2008-10-31
491,爱,8.6,92408,2012-05-20
492,天下无贼,8.2,534564,2004-12-09
493,狗十三,8.2,524002,2018-12-07
494,成为简·奥斯汀,8.3,284723,2007-03-09
495,曾经,8.3,283785,2007-01-20
496,暴裂无声,8.2,514255,2018-04-04
497,少年斯派维的奇异旅行,8.5,118352,2013-10-16
498,立春,8.3,156106,2008-04-10
499,铁甲钢拳,8.3,278185,2011-11-08
500,阳光小美女,8.3,271601,2006-01-20
501,飓风营救,8.3,270351,2008-04-09
502,天才少女,8.3,269080,2017-04-12
503,现代启示录,8.5,115627,1979-05-19
504,永恒和一日,9.1,42773,1998-05-23
505,幸福的拉扎罗,8.5,115300,2018-05-13
506,穿普拉达的女王,8.2,759569,2007-02-27
507,茜茜公主,8.5,115066,1955-12-22
508,黄飞鸿之二：男儿当自强,8.3,146162,1992-04-16
509,天才枪手,8.2,727099,2017-10-13
510,十二怒汉,9.3,35126,1997-08-17
511,为奴十二年,8.3,254560,2013-08-30
512,冒牌上尉,8.6,88219,2017-09-07
513,天浴,8.4,86466,1998-02-19
514,无间道3：终极无间,8.2,367130,2003-12-12
515,狗镇,8.4,154915,2003-05-19
516,十二夜,8.3,137722,2000-04-20
517,一九四二,8.2,347864,2012-11-29
518,师父,8.2,343114,2015-12-10
519,东京家族,8.8,60870,2013-01-19
520,红鳉鱼,9.0,46729,2015-12-28
521,丹麦女孩,8.3,240071,2015-09-05
522,年少日记,8.4,82834,2024-04-19
523,苦月亮,8.4,148396,1992-09-23
524,单身男子,8.5,108429,2009-09-11
525,百元之恋,8.3,230341,2014-10-25
526,嘉年华,8.2,291717,2017-11-24
527,布达佩斯之恋,8.6,84910,1999-10-21
528,理智与情感,8.4,145950,1995-12-04
529,无主之作,8.6,84165,2018-09-04
530,集结号,8.2,273769,2007-12-20
531,社交网络,8.2,474926,2010-09-24
532,魔术师,8.6,83184,2010-06-16
533,人鬼情未了,8.3,215715,1990-07-13
534,X战警：逆转未来,8.2,458004,2014-05-23
535,苏州河,8.2,254347,2000-09-07
536,月升王国,8.4,139688,2012-05-16
537,冬冬的假期,8.8,32481,1984
538,猩球崛起,8.2,441344,2011-10-28
539,沙丘2,8.2,427978,2024-03-08
540,秋日奏鸣曲,9.1,40563,1978-10-08
541,我是传奇,8.2,421615,2007-12-14
542,剃头匠,9.2,20402,2006-10-24
543,永不妥协,8.5,100991,2000-03-17
544,美国X档案,8.5,100671,1998-10-30
545,镜子,9.0,44761,1975-03-07
546,斗牛,8.2,221498,2009-09-11
547,喜丧,8.8,31825,2015-12-05
548,K星异客,8.5,99631,2001-10-26
549,独自等待,8.2,210789,2005-09-08
550,梦,8.7,66353,1990-05-10
551,普罗旺斯的夏天,8.4,130549,2014-04-02
552,站台,8.4,72419,2000-09-04
553,天佑鲍比,8.9,49570,2009-01-24
554,铁拳男人,8.8,56247,2005-06-03
555,洗澡,8.4,70680,1999-09-14
556,X战警：第一战,8.2,340248,2011-05-25
557,杰伊·比姆,8.7,64725,2021-11-02
558,夜行者,8.3,178576,2014-09-05
559,年会不能停！,8.1,910581,2023-12-29
560,那些年，我们一起追的女孩,8.1,908734,2012-01-06
561,编舟记,8.6,76169,2013-04-13
562,大路,8.9,48310,1954-09-06
563,爱情神话,8.1,761479,2021-12-24
564,兹山鱼谱,8.8,54772,2021-03-31
565,小岛惊魂,8.2,305827,2001-08-10
566,追风筝的人,8.2,169179,2008-01-11
567,逃离德黑兰,8.2,300355,2012-08-31
568,姊姊妹妹站起来,9.2,19595,1951
569,超时空接触,8.4,119133,1997-07-11
570,黄飞鸿之三：狮王争霸,8.2,161856,1992-12-24
571,大决战之淮海战役,9.0,23675,1991-08-01
572,天才瑞普利,8.3,167707,1999-12-25
573,诗,8.7,62405,2010-05-13
574,对她说,8.5,90081,2002-03-15
575,焦土之城,8.6,73480,2010-09-03
576,利刃出鞘,8.1,847656,2019-11-29
577,八月迷情,8.3,159374,2009-01-23
578,起风了,8.2,264936,2013-07-20
579,桃色公寓,8.8,53026,1960-06-15
580,我的父亲母亲,8.2,146677,1999-10-16
581,情人,8.2,261415,1992-01-22
582,如晴天，似雨天,8.3,156882,2014-09-27
583,危情十日,8.5,87691,1990-11-30
584,跛豪,8.3,86978,1991-04-15
585,蓝白红三部曲之白,8.4,112346,1994-01-26
586,云图,8.1,403376,2013-01-31
587,听说,8.1,396577,2015-06-26
588,李米的猜想,8.1,392382,2008-09-19
589,关于我母亲的一切,8.6,71198,1999-04-08
590,归来,8.1,377006,2014-05-16
591,一树梨花压海棠,8.2,249424,1997-09-26
592,孔雀,8.2,138393,2005-02-18
593,当哈利遇到莎莉,8.3,150863,1989-07-21
594,门徒,8.1,330604,2007-02-13
595,痛苦与荣耀,8.5,84946,2019-03-13
596,山河故人,8.1,322484,2015-10-30
597,战马,8.2,233973,2012-02-28
598,巴黎，我爱你,8.3,146935,2006-05-18
599,骗中骗,8.7,59089,1973-12-25
